id,ml_id,ml_title,ml_year,title,year
50651,50651,Kenny,2006,Kenny,2006
1500,1500,Grosse Pointe Blank,1997,Grosse Pointe Blank,1997
1501,1501,Keys to Tulsa,1997,Keys to Tulsa,1997
1499,1499,Anaconda,1997,Anaconda,1997
1504,1504,Hollow Reed,1996,Hollow Reed,1996
1513,1513,Romy and Michele's High School Reunion,1997,Romy and Michele's High School Reunion,1997
1518,1518,Breakdown,1997,Breakdown,1997
26101,26101,McLintock!,1963,McLintock!,1963
116217,116217,Secret of the Wings,2012,Secret of the Wings,2012
50685,50685,Waitress,2007,Waitress,2007
26111,26111,Becket,1964,Becket,1964
91653,91653,We Bought a Zoo,2011,We Bought a Zoo,2011
1542,1542,Brassed Off,1996,Brassed Off,1996
26124,26124,Robinson Crusoe on Mars,1964,Robinson Crusoe on Mars,1964
67087,67087,"I Love You, Man",2009,"I Love You, Man",2009
1552,1552,Con Air,1997,Con Air,1997
50705,50705,Neverwas,2005,Neverwas,2005
83480,83480,Season of the Witch,2011,Season of the Witch,2011
26139,26139,In Harm's Way,1965,In Harm's Way,1965
34334,34334,Stealth,2005,Stealth,2005
1569,1569,My Best Friend's Wedding,1997,My Best Friend's Wedding,1997
1573,1573,Face/Off,1997,Face/Off,1997
1574,1574,Fall,1997,Fall,1997
1575,1575,Gabbeh,1996,Gabbeh,1996
157224,157224,Nine Lives,2016,Nine Lives,2016
1584,1584,Contact,1997,Contact,1997
1585,1585,Love Serenade,1996,Love Serenade,1996
1586,1586,G.I. Jane,1997,G.I. Jane,1997
34359,34359,Georgy Girl,1966,Georgy Girl,1966
1596,1596,Career Girls,1997,Career Girls,1997
26172,26172,Point Blank,1967,Point Blank,1967
1598,1598,Desperate Measures,1998,Desperate Measures,1998
1600,1600,She's So Lovely,1997,She's So Lovely,1997
26178,26178,Two for the Road,1967,Two for the Road,1967
67138,67138,Live Free or Die,2006,Live Free or Die,2006
1602,1602,Leave It to Beaver,1997,Leave It to Beaver,1997
1606,1606,Kull the Conqueror,1997,Kull the Conqueror,1997
1608,1608,Air Force One,1997,Air Force One,1997
99917,99917,Upstream Color,2013,Upstream Color,2013
1617,1617,L.A. Confidential,1997,L.A. Confidential,1997
116307,116307,You're Not You,2014,You're Not You,2014
26199,26199,Alice's Restaurant,1969,Alice's Restaurant,1969
91743,91743,Today's Special,2009,Today's Special,2009
1633,1633,Ulee's Gold,1997,Ulee's Gold,1997
1636,1636,Stag,1997,Stag,1997
34405,34405,Serenity,2005,Serenity,2005
1639,1639,Chasing Amy,1997,Chasing Amy,1997
1644,1644,I Know What You Did Last Summer,1997,I Know What You Did Last Summer,1997
1650,1650,Washington Square,1997,Washington Square,1997
50804,50804,Hannibal Rising,2007,Hannibal Rising,2007
1653,1653,Gattaca,1997,Gattaca,1997
99957,99957,Broken City,2013,Broken City,2013
58998,58998,Forgetting Sarah Marshall,2008,Forgetting Sarah Marshall,2008
26237,26237,Zabriskie Point,1970,Zabriskie Point,1970
1663,1663,Stripes,1981,Stripes,1981
1665,1665,Bean,1997,Bean,1997
26242,26242,Duel,1971,Duel,1971
34437,34437,Broken Flowers,2005,Broken Flowers,2005
1670,1670,Welcome to Sarajevo,1997,Welcome to Sarajevo,1997
26248,26248,Let's Scare Jessica to Death,1971,Let's Scare Jessica to Death,1971
1673,1673,Boogie Nights,1997,Boogie Nights,1997
1674,1674,Witness,1985,Witness,1985
1675,1675,Incognito,1997,Incognito,1997
1676,1676,Starship Troopers,1997,Starship Troopers,1997
1680,1680,Sliding Doors,1998,Sliding Doors,1998
26256,26256,Support Your Local Gunfighter,1971,Support Your Local Gunfighter,1971
1686,1686,Red Corner,1997,Red Corner,1997
99996,99996,It's a Disaster,2012,It's a Disaster,2012
1693,1693,Amistad,1997,Amistad,1997
108190,108190,Divergent,2014,Divergent,2014
26268,26268,The Tall Blond Man with One Black Shoe,1972,The Tall Blond Man with One Black Shoe,1972
1695,1695,Artemisia,1997,Artemisia,1997
1701,1701,Deconstructing Harry,1997,Deconstructing Harry,1997
1702,1702,Flubber,1997,Flubber,1997
1704,1704,Good Will Hunting,1997,Good Will Hunting,1997
26283,26283,Charley Varrick,1973,Charley Varrick,1973
1711,1711,Midnight in the Garden of Good and Evil,1997,Midnight in the Garden of Good and Evil,1997
1715,1715,Office Killer,1997,Office Killer,1997
1717,1717,Scream 2,1997,Scream 2,1997
50872,50872,Ratatouille,2007,Ratatouille,2007
1722,1722,Tomorrow Never Dies,1997,Tomorrow Never Dies,1997
26301,26301,Save the Tiger,1973,Save the Tiger,1973
1729,1729,Jackie Brown,1997,Jackie Brown,1997
26306,26306,Theatre of Blood,1973,Theatre of Blood,1973
67267,67267,Sunshine Cleaning,2008,Sunshine Cleaning,2008
26313,26313,California Split,1974,California Split,1974
1747,1747,Wag the Dog,1997,Wag the Dog,1997
26324,26324,Harry and Tonto,1974,Harry and Tonto,1974
1750,1750,Star Kid,1997,Star Kid,1997
1753,1753,Half Baked,1998,Half Baked,1998
1755,1755,Shooting Fish,1997,Shooting Fish,1997
34528,34528,Junebug,2005,Junebug,2005
26342,26342,"Farewell, My Lovely",1975,"Farewell, My Lovely",1975
1767,1767,Music From Another Room,1998,Music From Another Room,1998
42730,42730,Glory Road,2006,Glory Road,2006
34540,34540,Pretty Persuasion,2005,Pretty Persuasion,2005
91886,91886,Dolphin Tale,2011,Dolphin Tale,2011
34542,34542,Grizzly Man,2005,Grizzly Man,2005
1779,1779,Sphere,1998,Sphere,1998
100083,100083,Movie 43,2013,Movie 43,2013
1784,1784,As Good as It Gets,1997,As Good as It Gets,1997
1794,1794,Love and Death on Long Island,1997,Love and Death on Long Island,1997
59141,59141,Son of Rambow,2007,Son of Rambow,2007
26375,26375,Silver Streak,1976,Silver Streak,1976
1805,1805,Wild Things,1998,Wild Things,1998
1811,1811,"Niagara, Niagara",1997,"Niagara, Niagara",1997
1812,1812,Wide Awake,1998,Wide Awake,1998
34583,34583,Prime Cut,1972,Prime Cut,1972
1816,1816,Two Girls and a Guy,1997,Two Girls and a Guy,1997
1817,1817,No Looking Back,1998,No Looking Back,1998
26393,26393,Sorcerer,1977,Sorcerer,1977
67361,67361,Echelon Conspiracy,2009,Echelon Conspiracy,2009
1831,1831,Lost in Space,1998,Lost in Space,1998
1833,1833,Mercury Rising,1998,Mercury Rising,1998
1835,1835,City of Angels,1998,City of Angels,1998
26431,26431,Opening Night,1977,Opening Night,1977
1870,1870,"Dancer, Texas Pop. 81",1998,"Dancer, Texas Pop. 81",1998
67408,67408,Monsters vs. Aliens,2009,Monsters vs. Aliens,2009
59220,59220,Outsourced,2006,Outsourced,2006
34645,34645,Race with the Devil,1975,Race with the Devil,1975
1878,1878,Woo,1998,Woo,1998
100185,100185,Starlet,2012,Starlet,2012
1883,1883,Bulworth,1998,Bulworth,1998
1884,1884,Fear and Loathing in Las Vegas,1998,Fear and Loathing in Las Vegas,1998
1888,1888,Hope Floats,1998,Hope Floats,1998
132961,132961,Far from the Madding Crowd,2015,Far from the Madding Crowd,2015
1894,1894,Six Days Seven Nights,1998,Six Days Seven Nights,1998
1895,1895,Can't Hardly Wait,1998,Can't Hardly Wait,1998
1896,1896,Cousin Bette,1998,Cousin Bette,1998
1897,1897,High Art,1998,High Art,1998
1899,1899,Passion in the Desert,1998,Passion in the Desert,1998
1901,1901,Dear Jesse,1997,Dear Jesse,1997
1902,1902,Dream for an Insomniac,1996,Dream for an Insomniac,1996
32943,32943,Life Is Sweet,1990,Life Is Sweet,1990
1906,1906,Mr. Jealousy,1997,Mr. Jealousy,1997
1908,1908,Resurrection Man,1998,Resurrection Man,1998
26485,26485,Rumble Fish,1983,Rumble Fish,1983
1912,1912,Out of Sight,1998,Out of Sight,1998
1913,1913,Picnic at Hanging Rock,1975,Picnic at Hanging Rock,1975
1914,1914,Smoke Signals,1998,Smoke Signals,1998
1917,1917,Armageddon,1998,Armageddon,1998
1918,1918,Lethal Weapon 4,1998,Lethal Weapon 4,1998
1920,1920,Small Soldiers,1998,Small Soldiers,1998
1921,1921,Pi,1998,Pi,1998
1923,1923,There's Something About Mary,1998,There's Something About Mary,1998
51080,51080,Breach,2007,Breach,2007
1944,1944,From Here to Eternity,1953,From Here to Eternity,1953
1945,1945,On the Waterfront,1954,On the Waterfront,1954
1946,1946,Marty,1955,Marty,1955
1947,1947,West Side Story,1961,West Side Story,1961
1948,1948,Tom Jones,1963,Tom Jones,1963
1950,1950,In the Heat of the Night,1967,In the Heat of the Night,1967
1952,1952,Midnight Cowboy,1969,Midnight Cowboy,1969
1954,1954,Rocky,1976,Rocky,1976
1955,1955,Kramer vs. Kramer,1979,Kramer vs. Kramer,1979
1956,1956,Ordinary People,1980,Ordinary People,1980
1957,1957,Chariots of Fire,1981,Chariots of Fire,1981
1958,1958,Terms of Endearment,1983,Terms of Endearment,1983
1959,1959,Out of Africa,1985,Out of Africa,1985
1961,1961,Rain Man,1988,Rain Man,1988
1962,1962,Driving Miss Daisy,1989,Driving Miss Daisy,1989
59306,59306,Prom Night,2008,Prom Night,2008
1963,1963,Take the Money and Run,1969,Take the Money and Run,1969
1965,1965,Repo Man,1984,Repo Man,1984
1966,1966,Metropolitan,1990,Metropolitan,1990
1964,1964,Klute,1971,Klute,1971
1975,1975,Friday the 13th Part 2,1981,Friday the 13th Part 2,1981
92094,92094,Einstein and Eddington,2008,Einstein and Eddington,2008
59333,59333,Made of Honor,2008,Made of Honor,2008
26567,26567,Club Paradise,1986,Club Paradise,1986
59339,59339,Mister Lonely,2007,Mister Lonely,2007
2000,2000,Lethal Weapon,1987,Lethal Weapon,1987
2001,2001,Lethal Weapon 2,1989,Lethal Weapon 2,1989
2002,2002,Lethal Weapon 3,1992,Lethal Weapon 3,1992
2009,2009,Soylent Green,1973,Soylent Green,1973
2011,2011,Back to the Future Part II,1989,Back to the Future Part II,1989
2012,2012,Back to the Future Part III,1990,Back to the Future Part III,1990
59362,59362,Anamorph,2007,Anamorph,2007
100326,100326,Stand Up Guys,2012,Stand Up Guys,2012
2028,2028,Saving Private Ryan,1998,Saving Private Ryan,1998
100344,100344,No,2012,No,2012
2054,2054,"Honey, I Shrunk the Kids",1989,"Honey, I Shrunk the Kids",1989
2067,2067,Doctor Zhivago,1965,Doctor Zhivago,1965
2076,2076,Blue Velvet,1986,Blue Velvet,1986
75813,75813,Leaves of Grass,2009,Leaves of Grass,2009
2086,2086,One Magic Christmas,1985,One Magic Christmas,1985
2088,2088,Popeye,1980,Popeye,1980
59440,59440,Bella,2006,Bella,2006
26676,26676,Almost an Angel,1990,Almost an Angel,1990
51255,51255,Hot Fuzz,2007,Hot Fuzz,2007
2108,2108,L.A. Story,1991,L.A. Story,1991
116797,116797,The Imitation Game,2014,The Imitation Game,2014
26684,26684,Frankenhooker,1990,Frankenhooker,1990
2112,2112,Grand Canyon,1991,Grand Canyon,1991
2115,2115,Indiana Jones and the Temple of Doom,1984,Indiana Jones and the Temple of Doom,1984
26691,26691,I Hired a Contract Killer,1990,I Hired a Contract Killer,1990
26704,26704,State of Grace,1990,State of Grace,1990
2130,2130,Atlantic City,1980,Atlantic City,1980
2132,2132,Who's Afraid of Virginia Woolf?,1966,Who's Afraid of Virginia Woolf?,1966
2144,2144,Sixteen Candles,1984,Sixteen Candles,1984
2145,2145,Pretty in Pink,1986,Pretty in Pink,1986
2146,2146,St. Elmo's Fire,1985,St. Elmo's Fire,1985
92264,92264,One for the Money,2012,One for the Money,2012
2164,2164,Surf Nazis Must Die,1987,Surf Nazis Must Die,1987
2171,2171,Next Stop Wonderland,1998,Next Stop Wonderland,1998
2174,2174,Beetlejuice,1988,Beetlejuice,1988
2177,2177,Family Plot,1976,Family Plot,1976
2179,2179,Topaz,1969,Topaz,1969
2180,2180,Torn Curtain,1966,Torn Curtain,1966
166024,166024,Whiplash,2013,Whiplash,2013
2185,2185,I Confess,1953,I Confess,1953
2186,2186,Strangers on a Train,1951,Strangers on a Train,1951
2192,2192,See the Sea,1997,See the Sea,1997
2193,2193,Willow,1988,Willow,1988
2195,2195,Dirty Work,1998,Dirty Work,1998
26778,26778,Ladybugs,1992,Ladybugs,1992
116897,116897,Wild Tales,2014,Wild Tales,2014
84152,84152,Limitless,2011,Limitless,2011
2232,2232,Cube,1997,Cube,1997
108729,108729,Enemy,2013,Enemy,2013
26810,26810,Bad Boy Bubby,1993,Bad Boy Bubby,1993
2240,2240,My Bodyguard,1980,My Bodyguard,1980
2243,2243,Broadcast News,1987,Broadcast News,1987
2245,2245,Working Girl,1988,Working Girl,1988
2248,2248,Say Anything...,1989,Say Anything...,1989
2253,2253,Toys,1992,Toys,1992
2256,2256,Parasite,1982,Parasite,1982
59615,59615,Indiana Jones and the Kingdom of the Crystal Skull,2008,Indiana Jones and the Kingdom of the Crystal Skull,2008
2273,2273,Rush Hour,1998,Rush Hour,1998
2278,2278,Ronin,1998,Ronin,1998
2282,2282,Pecker,1998,Pecker,1998
2284,2284,Bandit Queen,1994,Bandit Queen,1994
108780,108780,Labor Day,2013,Labor Day,2013
2290,2290,Stardust Memories,1980,Stardust Memories,1980
2291,2291,Edward Scissorhands,1990,Edward Scissorhands,1990
2297,2297,What Dreams May Come,1998,What Dreams May Come,1998
2302,2302,My Cousin Vinny,1992,My Cousin Vinny,1992
2303,2303,Nashville,1975,Nashville,1975
2312,2312,Children of a Lesser God,1986,Children of a Lesser God,1986
51471,51471,Amazing Grace,2006,Amazing Grace,2006
2321,2321,Pleasantville,1998,Pleasantville,1998
2329,2329,American History X,1998,American History X,1998
2331,2331,Living Out Loud,1998,Living Out Loud,1998
2333,2333,Gods and Monsters,1998,Gods and Monsters,1998
2336,2336,Elizabeth,1998,Elizabeth,1998
26915,26915,Tromeo and Juliet,1996,Tromeo and Juliet,1996
2341,2341,Dancing at Lughnasa,1998,Dancing at Lughnasa,1998
2344,2344,Runaway Train,1985,Runaway Train,1985
51498,51498,2001 Maniacs,2005,2001 Maniacs,2005
76077,76077,Hot Tub Time Machine,2010,Hot Tub Time Machine,2010
51503,51503,Wise Guys,1986,Wise Guys,1986
2353,2353,Enemy of the State,1998,Enemy of the State,1998
2358,2358,Savior,1998,Savior,1998
76093,76093,How to Train Your Dragon,2010,How to Train Your Dragon,2010
2371,2371,Fletch,1985,Fletch,1985
2374,2374,Gung Ho,1986,Gung Ho,1986
2377,2377,Lifeforce,1985,Lifeforce,1985
59725,59725,Sex and the City,2008,Sex and the City,2008
2385,2385,Home Fries,1998,Home Fries,1998
2390,2390,Little Voice,1998,Little Voice,1998
2395,2395,Rushmore,1998,Rushmore,1998
2396,2396,Shakespeare in Love,1998,Shakespeare in Love,1998
2404,2404,Rambo III,1988,Rambo III,1988
2406,2406,Romancing the Stone,1984,Romancing the Stone,1984
2407,2407,Cocoon,1985,Cocoon,1985
100714,100714,Before Midnight,2013,Before Midnight,2013
2411,2411,Rocky IV,1985,Rocky IV,1985
2412,2412,Rocky V,1990,Rocky V,1990
2413,2413,Clue,1985,Clue,1985
2410,2410,Rocky III,1982,Rocky III,1982
51575,51575,Wild Hogs,2007,Wild Hogs,2007
2424,2424,You've Got Mail,1998,You've Got Mail,1998
2431,2431,Patch Adams,1998,Patch Adams,1998
108932,108932,The Lego Movie,2014,The Lego Movie,2014
59784,59784,Kung Fu Panda,2008,Kung Fu Panda,2008
2440,2440,Another Day in Paradise,1998,Another Day in Paradise,1998
2442,2442,Hilary and Jackie,1998,Hilary and Jackie,1998
27020,27020,Gia,1998,Gia,1998
2447,2447,Varsity Blues,1999,Varsity Blues,1999
2448,2448,Virus,1999,Virus,1999
2450,2450,Howard the Duck,1986,Howard the Duck,1986
67997,67997,In the Loop,2009,In the Loop,2009
27040,27040,Rogue Trader,1999,Rogue Trader,1999
2465,2465,Deadly Friend,1986,Deadly Friend,1986
59810,59810,Recount,2008,Recount,2008
2468,2468,Jumpin' Jack Flash,1986,Jumpin' Jack Flash,1986
2473,2473,Soul Man,1986,Soul Man,1986
2478,2478,¡Three Amigos!,1986,¡Three Amigos!,1986
76210,76210,Defendor,2009,Defendor,2009
84407,84407,Dog Pound,2010,Dog Pound,2010
117176,117176,The Theory of Everything,2014,The Theory of Everything,2014
2496,2496,Blast from the Past,1999,Blast from the Past,1999
27073,27073,Two Hands,1999,Two Hands,1999
2498,2498,My Favorite Martian,1999,My Favorite Martian,1999
2502,2502,Office Space,1999,Office Space,1999
2504,2504,200 Cigarettes,1999,200 Cigarettes,1999
51662,51662,300,2007,300,2007
76251,76251,Kick-Ass,2010,Kick-Ass,2010
2527,2527,Westworld,1973,Westworld,1973
2528,2528,Logan's Run,1976,Logan's Run,1976
2532,2532,Conquest of the Planet of the Apes,1972,Conquest of the Planet of the Apes,1972
2533,2533,Escape from the Planet of the Apes,1971,Escape from the Planet of the Apes,1971
2539,2539,Analyze This,1999,Analyze This,1999
2541,2541,Cruel Intentions,1999,Cruel Intentions,1999
76272,76272,Five Minutes of Heaven,2009,Five Minutes of Heaven,2009
2549,2549,Wing Commander,1999,Wing Commander,1999
2551,2551,Dead Ringers,1988,Dead Ringers,1988
2553,2553,Village of the Damned,1960,Village of the Damned,1960
2558,2558,Forces of Nature,1999,Forces of Nature,1999
2572,2572,10 Things I Hate About You,1999,10 Things I Hate About You,1999
2577,2577,Metroland,1997,Metroland,1997
2579,2579,Following,1998,Following,1998
2581,2581,Never Been Kissed,1999,Never Been Kissed,1999
2583,2583,Cookie's Fortune,1999,Cookie's Fortune,1999
2599,2599,Election,1999,Election,1999
2606,2606,Idle Hands,1999,Idle Hands,1999
92719,92719,Tim and Eric's Billion Dollar Movie,2012,Tim and Eric's Billion Dollar Movie,2012
2613,2613,Night of the Comet,1984,Night of the Comet,1984
2615,2615,My Science Project,1985,My Science Project,1985
68157,68157,Inglourious Basterds,2009,Inglourious Basterds,2009
2623,2623,Trippin',1999,Trippin',1999
2642,2642,Superman III,1983,Superman III,1983
2661,2661,It Came from Outer Space,1953,It Came from Outer Space,1953
2663,2663,It Came from Beneath the Sea,1955,It Came from Beneath the Sea,1955
2671,2671,Notting Hill,1999,Notting Hill,1999
2677,2677,Buena Vista Social Club,1999,Buena Vista Social Club,1999
2679,2679,Finding North,1998,Finding North,1998
2681,2681,Free Enterprise,1998,Free Enterprise,1998
84615,84615,Cedar Rapids,2011,Cedar Rapids,2011
2697,2697,My Son the Fanatic,1997,My Son the Fanatic,1997
2699,2699,Arachnophobia,1990,Arachnophobia,1990
68237,68237,Moon,2009,Moon,2009
2702,2702,Summer of Sam,1999,Summer of Sam,1999
2706,2706,American Pie,1999,American Pie,1999
2712,2712,Eyes Wide Shut,1999,Eyes Wide Shut,1999
2717,2717,Ghostbusters II,1989,Ghostbusters II,1989
43679,43679,Final Destination 3,2006,Final Destination 3,2006
2723,2723,Mystery Men,1999,Mystery Men,1999
2724,2724,Runaway Bride,1999,Runaway Bride,1999
133798,133798,Hot Pursuit,2015,Hot Pursuit,2015
2727,2727,Killer's Kiss,1955,Killer's Kiss,1955
2729,2729,Lolita,1962,Lolita,1962
2730,2730,Barry Lyndon,1975,Barry Lyndon,1975
60074,60074,Hancock,2008,Hancock,2008
2736,2736,Brighton Beach Memoirs,1986,Brighton Beach Memoirs,1986
117434,117434,Starry Eyes,2014,Starry Eyes,2014
2746,2746,Little Shop of Horrors,1986,Little Shop of Horrors,1986
109243,109243,Joe,2013,Joe,2013
2750,2750,Radio Days,1987,Radio Days,1987
2751,2751,From the Hip,1987,From the Hip,1987
2752,2752,Outrageous Fortune,1987,Outrageous Fortune,1987
117444,117444,Song of the Sea,2014,Song of the Sea,2014
27338,27338,The Hole,2001,The Hole,2001
2770,2770,Bowfinger,1999,Bowfinger,1999
60126,60126,Get Smart,2008,Get Smart,2008
51935,51935,Shooter,2007,Shooter,2007
2791,2791,Airplane!,1980,Airplane!,1980
142058,142058,The Lorax,1972,The Lorax,1972
2795,2795,National Lampoon's Vacation,1983,National Lampoon's Vacation,1983
2797,2797,Big,1988,Big,1988
2802,2802,Tequila Sunrise,1988,Tequila Sunrise,1988
2806,2806,Teaching Mrs. Tingle,1999,Teaching Mrs. Tingle,1999
2812,2812,In Too Deep,1999,In Too Deep,1999
68358,68358,Star Trek,2009,Star Trek,2009
27408,27408,Ripley's Game,2002,Ripley's Game,2002
2833,2833,Lucie Aubrac,1997,Lucie Aubrac,1997
2842,2842,Best Laid Plans,1999,Best Laid Plans,1999
2850,2850,Public Access,1993,Public Access,1993
84772,84772,Paul,2011,Paul,2011
84775,84775,Submarino,2010,Submarino,2010
2857,2857,Yellow Submarine,1968,Yellow Submarine,1968
2858,2858,American Beauty,1999,American Beauty,1999
2871,2871,Deliverance,1972,Deliverance,1972
2875,2875,Sommersby,1993,Sommersby,1993
2876,2876,Thumbelina,1994,Thumbelina,1994
109372,109372,About Last Night,2014,About Last Night,2014
2877,2877,Tommy,1975,Tommy,1975
2878,2878,Hell Night,1981,Hell Night,1981
27456,27456,Shackleton's Antarctic Adventure,2001,Shackleton's Antarctic Adventure,2001
101186,101186,Populaire,2012,Populaire,2012
27461,27461,My Little Eye,2002,My Little Eye,2002
2885,2885,Guinevere,1999,Guinevere,1999
2890,2890,Three Kings,1999,Three Kings,1999
2906,2906,Random Hearts,1999,Random Hearts,1999
2908,2908,Boys Don't Cry,1999,Boys Don't Cry,1999
2914,2914,Molly,1999,Molly,1999
2915,2915,Risky Business,1983,Risky Business,1983
2917,2917,Body Heat,1981,Body Heat,1981
2918,2918,Ferris Bueller's Day Off,1986,Ferris Bueller's Day Off,1986
2921,2921,High Plains Drifter,1973,High Plains Drifter,1973
2922,2922,Hang 'Em High,1968,Hang 'Em High,1968
2929,2929,Reds,1981,Reds,1981
2932,2932,Days of Heaven,1978,Days of Heaven,1978
27509,27509,Carolina,2005,Carolina,2005
2938,2938,Man Facing Southeast,1986,Man Facing Southeast,1986
2941,2941,South Pacific,1958,South Pacific,1958
2942,2942,Flashdance,1983,Flashdance,1983
43904,43904,When a Stranger Calls,2006,When a Stranger Calls,2006
2947,2947,Goldfinger,1964,Goldfinger,1964
2948,2948,From Russia with Love,1963,From Russia with Love,1963
43914,43914,Winter Passing,2005,Winter Passing,2005
2959,2959,Fight Club,1999,Fight Club,1999
2960,2960,Beefcake,1999,Beefcake,1999
2968,2968,Time Bandits,1981,Time Bandits,1981
43928,43928,Ultraviolet,2006,Ultraviolet,2006
2971,2971,All That Jazz,1979,All That Jazz,1979
2973,2973,Crimes and Misdemeanors,1989,Crimes and Misdemeanors,1989
2977,2977,Crazy in Alabama,1999,Crazy in Alabama,1999
2988,2988,Melvin and Howard,1980,Melvin and Howard,1980
2989,2989,For Your Eyes Only,1981,For Your Eyes Only,1981
60333,60333,Encounters at the End of the World,2008,Encounters at the End of the World,2008
109487,109487,Interstellar,2014,Interstellar,2014
2993,2993,Thunderball,1965,Thunderball,1965
2996,2996,Music of the Heart,1999,Music of the Heart,1999
2997,2997,Being John Malkovich,1999,Being John Malkovich,1999
3010,3010,Rosetta,1999,Rosetta,1999
3014,3014,Bustin' Loose,1981,Bustin' Loose,1981
3016,3016,Creepshow,1982,Creepshow,1982
3019,3019,Drugstore Cowboy,1989,Drugstore Cowboy,1989
84944,84944,Rango,2011,Rango,2011
43987,43987,Half Light,2006,Half Light,2006
3029,3029,Nighthawks,1981,Nighthawks,1981
3030,3030,Yojimbo,1961,Yojimbo,1961
3033,3033,Spaceballs,1987,Spaceballs,1987
3035,3035,Mister Roberts,1955,Mister Roberts,1955
3037,3037,Little Big Man,1970,Little Big Man,1970
3039,3039,Trading Places,1983,Trading Places,1983
3044,3044,Dead Again,1991,Dead Again,1991
3052,3052,Dogma,1999,Dogma,1999
60397,60397,Mamma Mia!,2008,Mamma Mia!,2008
3055,3055,Felicia's Journey,1999,Felicia's Journey,1999
3057,3057,Where's Marlowe?,1998,Where's Marlowe?,1998
101362,101362,Olympus Has Fallen,2013,Olympus Has Fallen,2013
3071,3071,Stand and Deliver,1988,Stand and Deliver,1988
3072,3072,Moonstruck,1987,Moonstruck,1987
3081,3081,Sleepy Hollow,1999,Sleepy Hollow,1999
3090,3090,Matewan,1987,Matewan,1987
3091,3091,Kagemusha,1980,Kagemusha,1980
52245,52245,Blades of Glory,2007,Blades of Glory,2007
3096,3096,My Man Godfrey,1957,My Man Godfrey,1957
85016,85016,Cropsey,2009,Cropsey,2009
3101,3101,Fatal Attraction,1987,Fatal Attraction,1987
3105,3105,Awakenings,1990,Awakenings,1990
3107,3107,Backdraft,1991,Backdraft,1991
109607,109607,In Fear,2013,In Fear,2013
44073,44073,Stromboli,1950,Stromboli,1950
3114,3114,Toy Story 2,1999,Toy Story 2,1999
68650,68650,Powder Blue,2009,Powder Blue,2009
52281,52281,Grindhouse,2007,Grindhouse,2007
27706,27706,Lemony Snicket's A Series of Unfortunate Events,2004,Lemony Snicket's A Series of Unfortunate Events,2004
3129,3129,Sweet and Lowdown,1999,Sweet and Lowdown,1999
52287,52287,Meet the Robinsons,2007,Meet the Robinsons,2007
44100,44100,Cyrano de Bergerac,1950,Cyrano de Bergerac,1950
60487,60487,"It's the Great Pumpkin, Charlie Brown",1966,"It's the Great Pumpkin, Charlie Brown",1966
27729,27729,Kal Ho Naa Ho,2003,Kal Ho Naa Ho,2003
3155,3155,Anna and the King,1999,Anna and the King,1999
3160,3160,Magnolia,1999,Magnolia,1999
3163,3163,Topsy-Turvy,1999,Topsy-Turvy,1999
3167,3167,Carnal Knowledge,1971,Carnal Knowledge,1971
3168,3168,Easy Rider,1969,Easy Rider,1969
52321,52321,Seraphim Falls,2006,Seraphim Falls,2006
3169,3169,The Falcon and the Snowman,1985,The Falcon and the Snowman,1985
3174,3174,Man on the Moon,1999,Man on the Moon,1999
3175,3175,Galaxy Quest,1999,Galaxy Quest,1999
52328,52328,Sunshine,2007,Sunshine,2007
3185,3185,Snow Falling on Cedars,1999,Snow Falling on Cedars,1999
3189,3189,My Dog Skip,1999,My Dog Skip,1999
3198,3198,Papillon,1973,Papillon,1973
3201,3201,Five Easy Pieces,1970,Five Easy Pieces,1970
52356,52356,Copying Beethoven,2006,Copying Beethoven,2006
126090,126090,Hedgehog in the Fog,1975,Hedgehog in the Fog,1975
3215,3215,Voyage of the Damned,1976,Voyage of the Damned,1976
109720,109720,Contracted,2013,Contracted,2013
44189,44189,Ask the Dust,2006,Ask the Dust,2006
44191,44191,V for Vendetta,2006,V for Vendetta,2006
44195,44195,Thank You for Smoking,2006,Thank You for Smoking,2006
3238,3238,Eye of the Beholder,1999,Eye of the Beholder,1999
44199,44199,Inside Man,2006,Inside Man,2006
3243,3243,Encino Man,1992,Encino Man,1992
109742,109742,Cheap Thrills,2013,Cheap Thrills,2013
3252,3252,Scent of a Woman,1992,Scent of a Woman,1992
3253,3253,Wayne's World,1992,Wayne's World,1992
68791,68791,Terminator Salvation,2009,Terminator Salvation,2009
3256,3256,Patriot Games,1992,Patriot Games,1992
27833,27833,Silver City,2004,Silver City,2004
3260,3260,Howards End,1992,Howards End,1992
3261,3261,Singles,1992,Singles,1992
3264,3264,Buffy the Vampire Slayer,1992,Buffy the Vampire Slayer,1992
3283,3283,Minnie and Moskowitz,1971,Minnie and Moskowitz,1971
3284,3284,They Might Be Giants,1971,They Might Be Giants,1971
36056,36056,Man of the West,1958,Man of the West,1958
3295,3295,Raining Stones,1993,Raining Stones,1993
68835,68835,Were the World Mine,2008,Were the World Mine,2008
3300,3300,Pitch Black,2000,Pitch Black,2000
3302,3302,Beautiful People,1999,Beautiful People,1999
3304,3304,Blue Collar,1978,Blue Collar,1978
52460,52460,Pathfinder,2007,Pathfinder,2007
27888,27888,When Will I Be Loved,2004,When Will I Be Loved,2004
3317,3317,Wonder Boys,2000,Wonder Boys,2000
3319,3319,Judy Berlin,1999,Judy Berlin,1999
