movie_id,ml_id,ml_title,ml_year,redial_title,redial_year,plot,title,imdb_id,tmdb_id
26268,26268,The Tall Blond Man with One Black Shoe,1972,The Tall Blond Man with One Black Shoe,1972,A hapless orchestra player becomes an unwitting pawn of rival factions within the French secret service after he is chosen as a decoy by being identified as a super secret agent.,"grand blond avec une chaussure noire, Le",0068655,12089
1695,1695,Artemisia,1997,Artemisia,1997,Artemisia Gentileschi (1593-1653) was one of the first well-known female painters. The movie tells the story of her youth...,Artemisia,0123385,39177
1701,1701,Deconstructing Harry,1997,Deconstructing Harry,1997,"Suffering from writer's block and eagerly awaiting his writing award, Harry Block remembers events from his past and scenes from his best-selling books as characters, real and fictional, come back to haunt him.",Deconstructing Harry,0118954,2639
1702,1702,Flubber,1997,Flubber,1997,"An absent-minded professor discovers ""flubber"", a rubber-like super-bouncy substance.",Flubber,0119137,9574
1704,1704,Good Will Hunting,1997,Good Will Hunting,1997,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.",Good Will Hunting,0119217,489
26283,26283,Charley Varrick,1973,Charley Varrick,1973,"Charley Varrick and his friends rob a small town bank. Expecting a small sum to divide amongst themselves, they are surprised to discover a very LARGE amount of money. Quickly figuring out that the money belongs to the MOB, they must now come up with a plan to throw the MOB off their trail.::Brian W Martz <B.Martz@Genie.com>",Charley Varrick,0069865,27331
1711,1711,Midnight in the Garden of Good and Evil,1997,Midnight in the Garden of Good and Evil,1997,"A visiting city reporter's assignment suddenly revolves around the murder trial of a local millionaire, whom he befriends.",Midnight in the Garden of Good and Evil,0119668,8197
1715,1715,Office Killer,1997,Office Killer,1997,"A mousy office worker accidentally kills one of her coworkers, then proceeds to bump off a few others.",Office Killer,0119819,49728
1717,1717,Scream 2,1997,Scream 2,1997,"Two years after the first series of murders, a new psychopath dons the Ghostface costume and a new string of killings begins.",Scream 2,0120082,4233
50872,50872,Ratatouille,2007,Ratatouille,2007,"Remy, a provincial rat with a wonderful sense of smell, hates garbage and risks death to enter a human kitchen where he discovers real food and the cooking of five-star chef, Anton Gusteau, author of ""Anyone Can Cook."" On the day Remy learns his hero has died, he is evicted and ends up alone in Paris. By luck, he discovers Gasteau's restaurant, down to three stars and run by a frozen-food-hawking chef. As Remy enters, so does Linguini, a clumsy youth hired as a garbage boy. To save the soup that Linguini accidentally fouls, Remy throws in some ingredients; the soup is a success and Linguini's career as a chef is born. Can Remy find a way to maintain the fiction and use his gift?::<jhailey@hotmail.com>",Ratatouille,0382932,2062
1722,1722,Tomorrow Never Dies,1997,Tomorrow Never Dies,1997,James Bond heads to stop a media mogul's plan to induce war between China and the UK in order to obtain exclusive global media coverage.,Tomorrow Never Dies,0120347,714
26301,26301,Save the Tiger,1973,Save the Tiger,1973,"The film depicts a day and a half in Harry Stoner's life. Harry is down on his luck, and trapped in his own indulgences. He daydreams about his youth, trying to escape from the fact that business is rotten and his company owes bundles of money. His day is filled with unusual episodes as he picks up a hitchhiker/prostitute, arranges for his company's warehouse to burn down so he can collect the insurance-money, he hires strippers for his buddies and gets engaged in an animal rights campaign, a fashion show and experiences a rather uncomfortable flashback to the war.::Kristian Krokfoss <krokus@online.no>",Save the Tiger,0070640,38714
1729,1729,Jackie Brown,1997,Jackie Brown,1997,A middle-aged woman finds herself in the middle of a huge conflict that will either make her a profit or cost her life.,Jackie Brown,0119396,184
26306,26306,Theatre of Blood,1973,Theatre of Blood,1973,"A serial killer stalks London, targeting theater critics who he kills in methods inspired by Shakespeare plays. The police grow to suspect the killer is Edward Lionheart, an egotistical actor who leaped to his presumed death after being denied an important award, mainly due to his refusing to appear in any play not written by Shakespeare. The remaining critics and the police find themselves helpless to stop Lionheart's increasingly baroque revenge, though they contact his daughter in a desperate attempt to find something they can use against him. Everything builds to a reenactment of King Lear in which Lionheart will succeed or die once and for all.::rmlohner",Theater of Blood,0070791,28498
67267,67267,Sunshine Cleaning,2008,Sunshine Cleaning,2008,"A family. Rose and Norah, in Albuquerque, lost their mother when they were young. Rose is responsible - a housecleaner, raising her seven-year-old son Oscar. She's also having an affair with Mac, a married cop, her high-school sweetheart. Norah can't hold a job. Their dad, Joe, is quirky. When Oscar is expelled for odd behavior, Rose wants to earn enough to send him to private school. Mac suggests she clean up after crime scenes, suicides, and deaths that go undiscovered for awhile. Rose enlists Norah, and Sunshine Cleaners is born. Norah bonds with the dead, Rose finds out that it's a regulated business, and complications arise. Can a family marked by tragedy sort things out?::<jhailey@hotmail.com>",Sunshine Cleaning,0862846,13090
26313,26313,California Split,1974,California Split,1974,"A down on his luck gambler links up with free spirit Elliot Gould at first to have some fun on, but...",California Split,0071269,32044
1747,1747,Wag the Dog,1997,Wag the Dog,1997,"Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",Wag the Dog,0120885,586
26324,26324,Harry and Tonto,1974,Harry and Tonto,1974,"When his apartment building is torn down, a retired lifelong New Yorker goes on a cross country odyssey with his beloved cat Tonto.",Harry and Tonto,0071598,42448
1750,1750,Star Kid,1997,Star Kid,1997,Shy seventh-grader Spencer Griffith's life changes when a meteor falls into a local junkyard and he finds a Cybersuit...,Star Kid,0120478,54007
1753,1753,Half Baked,1998,Half Baked,1998,The story of three not so bright men who come up with a series of crazy schemes to get a friend out of jail.,Half Baked,0120693,9490
1755,1755,Shooting Fish,1997,Shooting Fish,1997,Two con artists' plan to steal enough for a house are twisted when a pretty girl enters the picture.,Shooting Fish,0120122,25719
34528,34528,Junebug,2005,Junebug,2005,"Following a short week-long courtship, upscale Chicagoans George and Madeleine get married. Six months into their marriage, Madeleine, the owner curator of an art gallery specializing in the works of self-taught artists, has the chance to sign David Wark, a yet unknown artist who lives in rural North Carolina. Madeleine and George use the opportunity of Madeleine to meet with Wark personally to visit George's southern fundamentalist Christian family, who also live in rural North Carolina, a half hour away from Wark. This visit will be Madeleine's first meeting with George's family, who consists of: his quiet father, woodworker Eugene; his quietly but still obviously disapproving mother, Peg; his deadbeat and always angry brother, Johnny; and Johnny's nine month pregnant wife, the upbeat Ashley, who tries to see the good in everything. Despite having nothing in common on the surface with his southern roots, George still loves his family. And Madeleine wants so much for George's family to like her, despite their obvious differences. These differences may become an issue for their marriage, especially as Madeleine has problems in her negotiations with Wark, and as Johnny and Ashley deal with their own marital and family issues.::Huggo",Junebug,0418773,1444
26342,26342,"Farewell, My Lovely",1975,"Farewell, My Lovely",1975,"Los Angeles private eye Philip Marlowe is hired by paroled convict Moose Malloy to find his girlfriend Velma, former seedy nightclub dancer.","Farewell, My Lovely",0072973,1835
1767,1767,Music From Another Room,1998,Music From Another Room,1998,"Music From Another Room is a romantic comedy that follows the exploits of Danny, a young man who grew...",Music from Another Room,0119734,39424
42730,42730,Glory Road,2006,Glory Road,2006,"In 1965, the coach of the high school girl basketball team Don Haskins is invited by the Texas Western Miners to be their coach. Despite the lack of budget, Haskins sees the chance to dispute the NCAA and moves with his wife and children to the college dormitory. He recruits seven talented and rejected black players to play with five Caucasian players and formed a legendary team that won the 1966 national championship against the powerful Kentucky.::Claudio Carvalho, Rio de Janeiro, Brazil",Glory Road,0385726,9918
34540,34540,Pretty Persuasion,2005,Pretty Persuasion,2005,"Manipulative high school sophomore Kimberly Joyce leads her friends Brittany Wells and Randa Azzouni in bringing charges of sexual assault against Percy Anderson, their English and drama teacher at an exclusive private school in Beverly Hills. Meanwhile, local reporter Emily Klein, originally assigned to do an insignificant piece on the school, hopes that the scandal will launch her into celebrity in the television news business, while Kimberly's bigoted father, Hank, is concerned primarily with the effect that his daughter's accusations may have on his business.::Anonymous",Pretty Persuasion,0381505,14166
91886,91886,Dolphin Tale,2011,Dolphin Tale,2011,"Fatherless smart rascal Sawyer Nelson's gloom already landed him in summer school, where he makes no effort when his closest kin, Florida home town's swim champion Kyle Connellan, leaves for Afghanistan to have the army pay for studies he can't afford. Ditching class at the beach, Sawyer spots a dolphin caught in a fishery net, helps untangle it against adult angler's bad advice, watches oceanography Dr. Clay Haskett's marine animals rescue team take charge, and follow them to the center, which is in dire financial trouble. Intruding, he meets and befriends Clay's imp daughter Hazel, who helps him discover the listless, dangerously tail-wounded dolphin somehow only reacts to the boy's presence and thus earns exemption from the outsider entry ban. Even Sawyer's nurse mother is impressed by his dedication to the smart dolphin, enough to take him off summer school despite teacher Doyle's doubts if he can pass just by essay. The tail must be amputated, and Kyle returns desperate with an amputated leg, but the broken cousin's veterans hospital prosthesis expert Dr. Cameron McCarthy offers hope to reboot both lives with custom-made artificial limbs. All seems lost when a hurricane wrecks the center's building, yet Sawyer and many friends come up with a daring plan.::KGF Vissers",Dolphin Tale,1564349,62837
34542,34542,Grizzly Man,2005,Grizzly Man,2005,"For thirteen consecutive summers, the American Timothy Treadwell moved to Katmai in the Alaskan Peninsula to live among the grizzly bears, with the pretext of studying and protecting them. In 2003, his girlfriend Amie Huguenard and he were surprisingly attacked and eaten by a bear. Werner Herzog somehow accessed more than one hundred hours of footages filmed by Timothy and released this documentary, showing the life and death of Timothy Treadwell.::Claudio Carvalho, Rio de Janeiro, Brazil",Grizzly Man,0427312,501
1779,1779,Sphere,1998,Sphere,1998,A spaceship is discovered under three hundred years' worth of coral growth at the bottom of the ocean.,Sphere,0120184,10153
100083,100083,Movie 43,2013,Movie 43,2013,"Struggling screenwriter Charlie Wessler has managed to get a pitch meeting with studio executive Griffin Schraeder. The many ideas Charlie pitches, each with a shocking twist, include: a woman unable to contain her horror at the unaddressed obvious physical issue with a blind date, one of the most eligible bachelors in town; parents who do whatever needed to make sure their home-schooled teenaged son's academic experience is as typical as possible; a man's efforts to accommodate an ""if you love me"" request from his fiancée; a young couple's troubled relationship played out, unknown to them, on the loudspeaker of his workplace, a big box retailer; a corporate managers' meeting to discuss a design flaw with their latest release, the iBabe; Robin, of Batman & Robin, trying to speed date without the interference of his much higher profile partner; two middle-schoolers, on a date at his house, when she experiences her first period in a testosterone-laden environment; the issues around a birthday gift a guy gives to his male roommate; a couple on a blind date who decide to get to the crux of their beings by playing truth or dare; a basketball coach using the ""black"" elephant in the room to spur on his players; and a woman's relationship with her boyfriend's animated cat, Beezel, and Beezel's fantasy relationship with the boyfriend. As the meeting progresses, Griffin comes to an obvious conclusion about the ideas while also coming to a revelation about the genesis of the meeting itself. He has to figure out how to handle dealing with Charlie in light of these issues and Charlie's reaction to Griffin figuring things out.::Huggo",Movie 43,1333125,87818
1784,1784,As Good as It Gets,1997,As Good as It Gets,1997,"A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",As Good as It Gets,0119822,2898
1794,1794,Love and Death on Long Island,1997,Love and Death on Long Island,1997,Giles De'Ath is a widower who doesn't like anything modern. He goes to movies and falls in love with film star Ronnie Bostock...,Love and Death on Long Island,0119574,47452
59141,59141,Son of Rambow,2007,Son of Rambow,2007,"SON OF RAMBOW is the name of the home movie made by two little boys with a big video camera and even bigger ambitions. Set on a long English summer in the early '80s, SON OF RAMBOW is a comedy about friendship, faith and the tough business of growing up. We see the story through the eyes of Will, the eldest son of a fatherless Plymouth Brethren family. The Brethren regard themselves as God's 'chosen ones' and their strict moral code means that Will has never been allowed to mix with the other 'worldlies,' listen to music or watch TV, until he finds himself caught up in the extraordinary world of Lee Carter, the school terror and maker of bizarre home movies. Carter exposes Will to a pirate copy of Rambo: First Blood and from that moment Will's mind is blown wide open and he's easily convinced to be the stuntman in Lee Carters' diabolical home movie. Will's imaginative little brain is not only given chance to flourish in the world of film making, but is also very handy when it comes to dreaming up elaborate schemes to keep his partnership with Lee Carter a secret from the Brethren community. Will and Carter's complete disregard for consequences and innocent ambition means that the process of making their film is a glorious roller-coaster that eventually leads to true friendship. They start to make a name for themselves at school as movie makers but when popularity descends on them in the form of the Pied Piper-esque French exchange student, Didier Revol, their unique friendship and their precious film are pushed, quite literally, to breaking point.::Hammer & Tongs",Son of Rambow,0845046,13258
26375,26375,Silver Streak,1976,Silver Streak,1976,"On a long-distance train trip, a man finds romance but also finds himself in danger of being killed, or at least pushed off the train.",Silver Streak,0075223,11558
1805,1805,Wild Things,1998,Wild Things,1998,A police detective uncovers a conspiracy behind a case involving a high-school guidance counselor when accusations of rape are made against him by two female students.,Wild Things,0120890,617
1811,1811,"Niagara, Niagara",1997,"Niagara, Niagara",1997,An outsider and a young woman plagued by Tourette's syndrome meet and together journey to Canada.,"Niagara, Niagara",0119780,53092
1812,1812,Wide Awake,1998,Wide Awake,1998,A 10-year-old boy goes on a search for God after his grandfather dies.,Wide Awake,0120510,32911
34583,34583,Prime Cut,1972,Prime Cut,1972,"When mob associates turn up dead at the hands of a ruthless businessman, an enforcer is sent down to Kansas to investigate the incidents. What he finds is a man who is turning a seemingly idyllic town into a seething underbelly of corruption: drugs, bootlegging, and female sexual slavery. The very man responsible for the murders is someone who won't stand down and pay a long standing debt that turned those looking for it, dead. The last unfortunate person to do so was ground into sausage, a nasty business run by that man who specializes in cattle. What occurs is a gang war between the men who now dominate this farm locale with an iron fist, and the men trying to put closure on an escalating situation.::mystic80",Prime Cut,0069121,27292
1816,1816,Two Girls and a Guy,1997,Two Girls and a Guy,1997,"Two girls, Carla and Lou meet on the street outside a loft waiting for their boyfriends. In a short time...",Two Girls and a Guy,0124179,32456
1817,1817,No Looking Back,1998,No Looking Back,1998,"Claudia has lived all her life in a small, seaside, blue-collar town, hanging out with the same group of friends since grade school...",No Looking Back,0119560,93350
26393,26393,Sorcerer,1977,Sorcerer,1977,Four unfortunate men from different parts of the globe agree to risk their lives transporting gallons of nitroglycerin across dangerous South American jungle.,Sorcerer,0076740,38985
67361,67361,Echelon Conspiracy,2009,Echelon Conspiracy,2009,"Max Peterson is a globe-trotting techno-whiz who installs security systems on computers. He receives an anonymous gift: a phone which sends messages that enable him to win at a casino. Max soon finds himself pursed by hit men, the casino's security chief, and a CIA operative. Who's sending Max messages? Previous recipients of similar windfalls have ended up dead. After a couple of close scrapes, Max realizes he's in danger, so he tries to find out the root of the conspiracy - which seems to have access to every security camera in the world - before he's the next victim. Why is this happening to him, and who can he trust?::<jhailey@hotmail.com>",Echelon Conspiracy,1124039,16325
1831,1831,Lost in Space,1998,Lost in Space,1998,The Robinson family was going into space to fight for a chance for humanity. Now they are fighting to live long enough to find a way home.,Lost in Space,0120738,2157
1833,1833,Mercury Rising,1998,Mercury Rising,1998,Shadowy elements in the NSA target a nine-year old autistic savant for death when he is able to decipher a top secret code.,Mercury Rising,0120749,8838
1835,1835,City of Angels,1998,City of Angels,1998,"Inspired by the modern classic, Wings of Desire, City involves an angel (Cage) who is spotted by a doctor in an operating room. Franz plays Cage's buddy who somehow knows a lot about angels.",City of Angels,0120632,795
26431,26431,Opening Night,1977,Opening Night,1977,"Renowned actress Myrtle Gordon is in final out-of-town rehearsals in New Haven, Connecticut for her latest play, The Second Woman, before it begins its Broadway run. Myrtle, through her behavior, is causing problems for those involved with the show, including: her fellow actors, especially her leading man, Maurice Aarons, a former lover; the director, Manny Victor, who is facing issues of his own in what is only the latest in a string of marital problems with wife, Dorothy; playwright Sarah Goode; and producer David Samuels. The problem is that Myrtle says that she cannot relate to the play and the plight of her character, a woman dealing with the loss of her youth. In reality, middle aged Myrtle is seemingly unwilling to admit that she too is getting old, something that sixty-five year old Sarah seems content with about her own life. Myrtle's erratic behavior is exacerbated by her excessive drinking. Things take a further downward spiral when Myrtle, among others, witnesses the accidental death outside of the theater of one of her adoring fans, seventeen year old Nancy Stein. Following, Myrtle begins to see visions of Nancy. She states that she can turn these visions of Nancy on and off - that the visions are things she can use for the play, as to her Nancy represents the hopes and dreams of the first ""younger"" woman - but she, deep in her heart, knows the visions are so much more and things that she cannot control. Will Myrtle be able to take control of her life, what is represented in the play, by opening night?::Huggo",Opening Night,0079672,33665
1870,1870,"Dancer, Texas Pop. 81",1998,"Dancer, Texas Pop. 81",1998,Four friends from the small Texas town of Dancer are graduating from high school and are planning to move to L.A...,"Dancer, Texas Pop. 81",0118925,78373
67408,67408,Monsters vs. Aliens,2009,Monsters vs. Aliens,2009,"When a meteorite from outer space hits a young California woman named Susan Murphy and turns her into a giant monster, she is taken to a secret government compound where she meets a ragtag group of monsters also rounded up over the years. As a last resort, under the guidance of General W.R. Monger, on a desperate order from The President, the motley crew of Monsters is called into action to combat the aliens and save the world from imminent destruction!::Anthony Pereyra {hypersonic91@yahoo.com}",Monsters vs. Aliens,0892782,15512
59220,59220,Outsourced,2006,Outsourced,2006,"U.S.-based Western Novelty decides to outsource it's personnel to India and as a result a large number of employees are let go. Before he himself is let go, Todd Anderson is instructed to travel to Gharapuri to train Purohit to replace him. He travels there via Mumbai, and finds his name comically mispronounced as 'Toad'. He finds that he must sensitize himself to the Indian culture before he could even think of Americanizing Purohit and his subordinates. With the assistance of the new Assistant Manager, Asha Bhatwadekar, he inter alia sets about learning about Devi Maa Kali, Bhagwan Shri Shankar, reveling in Holi festivities, common lingo, the importance of cows, and eating at Mac Donnel's. And he soon finds that a new 'India' has been discovered for outsourcing, and what is meant by 'Holiday in Goa'.::rAjOo (gunwanti@hotmail.com)",Outsourced,0425326,7861
34645,34645,Race with the Devil,1975,Race with the Devil,1975,"Frank and Roger and their wives take off for Colorado in a recreational vehicle, looking forward to some skiing and dirt biking. While camping en route, they witness a Satanic ritual sacrifice, but the local sheriff finds no evidence to support their claims and urges them to continue on their vacation. On the way, however, they find themselves repeatedly attacked by cult members, and they take measures to defend themselves.::Ed Sutton <esutton@mindspring.com>",Race with the Devil,0073600,32051
1878,1878,Woo,1998,Woo,1998,Gorgeous and extravert Woo meets insecure and straight-laced law clerk Tim at a blind date.,Woo,0120531,58680
100185,100185,Starlet,2012,Starlet,2012,"STARLET explores the unlikely cross-generational friendship between 21 year-old Jane (Dree Hemingway), and the elderly Sadie (Besedka Johnson), two women whose worlds collide in California's San Fernando Valley. Jane, an aspiring actress, spends her time getting high with her dysfunctional roommates, Melissa and Mikey (Stella Maeve and James Ransone), while caring for her Chihuahua, Starlet. Sadie, a widow, passes her days alone, tending to her flower garden. After a confrontation between the women at Sadie's yard sale, Jane uncovers a hidden stash of money inside a relic from Sadie's past. Jane attempts to befriend the caustic older woman in an effort to solve her dilemma and secrets emerge as their relationship grows. Director Sean Baker continues in the naturalistic style of his previous films, the award-winning and Spirit Award nominees PRINCE OF BROADWAY and TAKE OUT, capturing the rhythms of everyday life with an authenticity rarely seen in cinema. Featuring a pair of exceptional debut performances by Dree Hemingway (great granddaughter of Ernest and daughter of Mariel) and 85 year-old Besedka Johnson who received a Special Jury Recognition for her performance at SXSW. STARLET is at once provocative, haunting, unpredictable, and surprisingly sweet.::anonymous",Starlet,2035630,91679
1883,1883,Bulworth,1998,Bulworth,1998,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,Bulworth,0118798,9452
1884,1884,Fear and Loathing in Las Vegas,1998,Fear and Loathing in Las Vegas,1998,An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,Fear and Loathing in Las Vegas,0120669,1878
1888,1888,Hope Floats,1998,Hope Floats,1998,"Birdee Calvert must choose between her morals and her heart after her husband divorces her and a charming young man, who her daughter disapproves of, comes back into her life.",Hope Floats,0119313,9715
132961,132961,Far from the Madding Crowd,2015,Far from the Madding Crowd,2015,"In 1870 Victorian England, Bathsheba Everdene (Carey Mulligan) is working on her aunt's farm in Dorset. Gabriel Oak (Matthias Schoenaerts), a new neighbor, sees Bathsheba riding her horse and falls in love with her. He proposes, but the headstrong Bathsheba declines, saying she is too independent. One night a new sheepdog chases Gabriel's entire flock off a cliff. He settles his debts and is left penniless. He leaves in search of work. In contrast, Bathsheba inherits a farm from her uncle and leaves to take charge of it. While Gabriel is at a fair trying to find employment, local soldiers attempt to recruit him and other townsmen. A young girl, Fanny Robin, notices him and points out one of the soldiers, Sergeant Frank Troy, her sweetheart. She suggests Gabriel seek employment at a farm in Weatherbury. Gabriel arrives to find several buildings on fire and saves the barn from destruction. At dawn the next day he is introduced to the farm's new mistress: Bathsheba. She hires him as a shepherd. In the meantime, Fanny goes to the wrong church for her wedding and Troy, apparently jilted, is devastated..",Far from the Madding Crowd,2935476,250734
1894,1894,Six Days Seven Nights,1998,Six Days Seven Nights,1998,"Robin Monroe, a New York magazine editor, and the gruff pilot Quinn Harris must put aside their mutual dislike if they are to survive after crash landing on a deserted South Seas island.",Six Days Seven Nights,0120828,6068
1895,1895,Can't Hardly Wait,1998,Can't Hardly Wait,1998,Multicharacter teenage comedy about high school graduates with different agenda of life on graduation night.,Can't Hardly Wait,0127723,15037
1896,1896,Cousin Bette,1998,Cousin Bette,1998,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister...",Cousin Bette,0118894,50043
1897,1897,High Art,1998,High Art,1998,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.",High Art,0139362,37636
1899,1899,Passion in the Desert,1998,Passion in the Desert,1998,Young French officer Augustin Robert escorts artist Jean-Michel Venture de Paradis to Egypt during Napoleon's Egyptian campaign...,Passion in the Desert,0125980,60951
1901,1901,Dear Jesse,1997,Dear Jesse,1997,Can you go home again? What if you're a gay man and home is a state where voters keep electing a homophobe to the US Senate...,Dear Jesse,0150290,416437
1902,1902,Dream for an Insomniac,1996,Dream for an Insomniac,1996,"Girl leads a lonely life until she meets the boy of her dreams. The boy, however, has a live-in girlfriend.",Dream for an Insomniac,0116141,32284
32943,32943,Life Is Sweet,1990,Life Is Sweet,1990,"Just north of London live Wendy, Andy, and their twenty-something twins, Natalie and Nicola. Wendy clerks in a shop, leads aerobics at a primary school, jokes like a vaudevillian, agrees to waitress at a friend's new restaurant and dotes on Andy, a cook who forever puts off home remodeling projects, and with a drunken friend, buys a broken down lunch wagon. Natalie, with short neat hair and a snappy, droll manner, is a plumber; she has a holiday planned in America, but little else. Last is Nicola, odd man out: a snarl, big glasses, cigarette, mussed hair, jittery fingers, bulimic, jobless, and unhappy. How they interact and play out family conflict and love is the film's subject.::<jhailey@hotmail.com>",Life Is Sweet,0100024,36843
1906,1906,Mr. Jealousy,1997,Mr. Jealousy,1997,Lester is an occasional substitute teacher and he's very jealous. He is jealous about the last boyfriend...,Mr. Jealousy,0119717,53765
1908,1908,Resurrection Man,1998,Resurrection Man,1998,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them...",Resurrection Man,0140508,136134
26485,26485,Rumble Fish,1983,Rumble Fish,1983,"Rusty James, an absent-minded street thug struggles to live up to his legendary older brother's reputation, and longs for the days when gang warfare was going on.",Rumble Fish,0086216,232
1912,1912,Out of Sight,1998,Out of Sight,1998,"A career bank robber breaks out of jail, and shares a moment of mutual attraction with a U.S. Marshal he has kidnapped.",Out of Sight,0120780,1389
1913,1913,Picnic at Hanging Rock,1975,Picnic at Hanging Rock,1975,"During a rural summer picnic, a few students and a teacher from an Australian girls' school vanish without a trace. Their absence frustrates and haunts the people left behind.",Picnic at Hanging Rock,0073540,11020
1914,1914,Smoke Signals,1998,Smoke Signals,1998,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear...",Smoke Signals,0120321,20862
1917,1917,Armageddon,1998,Armageddon,1998,"After discovering that an asteroid the size of Texas is going to impact Earth in less than a month, N.A.S.A. recruits a misfit team of deep core drillers to save the planet.",Armageddon,0120591,95
1918,1918,Lethal Weapon 4,1998,Lethal Weapon 4,1998,"With personal crises and age weighing in on them, LAPD officers Riggs and Murtaugh must contend with deadly Chinese triads that are trying to free their former leaders out of prison and onto American soil.",Lethal Weapon 4,0122151,944
1920,1920,Small Soldiers,1998,Small Soldiers,1998,"When missile technology is used to enhance toy action figures, the toys soon begin to take their battle programming too seriously.",Small Soldiers,0122718,11551
1921,1921,Pi,1998,Pi,1998,A paranoid mathematician searches for a key number that will unlock the universal patterns found in nature.,Pi,0138704,473
1923,1923,There's Something About Mary,1998,There's Something About Mary,1998,"A man gets a chance to meet up with his dream girl from high school, even though his date with her back then was a complete disaster.",There's Something About Mary,0129387,544
51080,51080,Breach,2007,Breach,2007,"FBI trainee 'Eric M. ONeill arguably works harder than most of his colleagues to make agent. In February 2001, agent Kate Burroughs recruits O'Neill for a special mission to work as the assistant to twenty-five year veteran agent Robert Hanssen in the newly formed Division of Information Assurance, Hanssen both a Russian and information systems specialist. The true mission is on Hanssen, with O'Neill to report directly to Burroughs on Hanssen's day-to-day activities. Burroughs tells O'Neill nothing more than that Hanssen is a sexual deviant. O'Neill, in accepting the job on the inference that it will help in making agent, is to tell no one, not even his wife, student Juliana O'Neill, formerly of East Germany, of the true nature of his new work. O'Neill finds the work difficult, not only because of Hanssen's gruff and uncompromising nature, which includes railing against FBI bureaucracy, but because O'Neill is uncertain what is looking for in observing Hanssen. Things becomes more complicated when he begins to admire Hanssen and dislike Burroughs the more he is kept in the dark, then learns directly from Burroughs the allegations against Hanssen. Having this knowledge makes O'Neill's life more difficult in needing to balance his on-the-surface work to Hanssen and reporting to Burroughs, whose demands on him are greater and greater as he is in the know about the allegations. Things get even more complicated as Hanssen inserts himself and his devoutly Catholic wife Bonnie Hanssen into the O'Neills' private life, Juliana who knows nothing and who intensely dislikes her husband's boss. O'Neill's work ends up being a game of cat and mouse, it never too clear if Hanssen or he having the upper hand. If Hanssen does, it could place both of the O'Neills' lives in danger.::Huggo",Breach,0401997,4169
1944,1944,From Here to Eternity,1953,From Here to Eternity,1953,"In Hawaii in 1941, a private is cruelly punished for not boxing on his unit's team, while his captain's wife and second-in-command are falling in love.",From Here to Eternity,0045793,11426
1945,1945,On the Waterfront,1954,On the Waterfront,1954,An ex-prize fighter turned longshoreman struggles to stand up to his corrupt union bosses.,On the Waterfront,0047296,654
1946,1946,Marty,1955,Marty,1955,A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.,Marty,0048356,15919
1947,1947,West Side Story,1961,West Side Story,1961,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy.",West Side Story,0055614,1725
1948,1948,Tom Jones,1963,Tom Jones,1963,The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th century England.,Tom Jones,0057590,5769
1950,1950,In the Heat of the Night,1967,In the Heat of the Night,1967,An African American police detective is asked to investigate a murder in a racially hostile southern town.,In the Heat of the Night,0061811,10633
1952,1952,Midnight Cowboy,1969,Midnight Cowboy,1969,"A naive hustler travels from Texas to New York to seek personal fortune but, in the process, finds himself a new friend.",Midnight Cowboy,0064665,3116
1954,1954,Rocky,1976,Rocky,1976,"Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight heavy-weight champion Apollo Creed in a bout in which he strives to go the distance for his self-respect.",Rocky,0075148,1366
1955,1955,Kramer vs. Kramer,1979,Kramer vs. Kramer,1979,"Ted Kramer's wife leaves her husband, allowing for a lost bond to be rediscovered between Ted and his son, Billy. But a heated custody battle ensues over the divorced couple's son, deepening the wounds left by the separation.",Kramer vs. Kramer,0079417,12102
1956,1956,Ordinary People,1980,Ordinary People,1980,"The accidental death of the older son of an affluent family deeply strains the relationships among the bitter mother, the good-natured father, and the guilt-ridden younger son.",Ordinary People,0081283,16619
1957,1957,Chariots of Fire,1981,Chariots of Fire,1981,"Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.",Chariots of Fire,0082158,9443
1958,1958,Terms of Endearment,1983,Terms of Endearment,1983,"Follows hard-to-please Aurora looking for love, and her daughter's family problems.",Terms of Endearment,0086425,11050
1959,1959,Out of Africa,1985,Out of Africa,1985,"In 20th-century colonial Kenya, a Danish baroness/plantation owner has a passionate love affair with a free-spirited big-game hunter.",Out of Africa,0089755,606
